pclass,survived,name,gender,age,fare,embarked
3,D,"Doyle, Miss. Elizabeth",female,24.0,7.75,Q
3,1,"Drapkin, Miss. Jennie",female,23.0,8.05,S
3,D,"Drazenoic, Mr. Jozef",male,33.0,7.9,C
3,D,"Duane, Mr. Frank",male,65.0,7.75,Q
3,1,"Duquemin, Mr. Joseph",male,24.0,7.55,S
3,D,"Dyker, Mr. Adolf Fredrik",male,23.0,13.9,S
3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22.0,13.9,S
3,D,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,7.78,S
3,D,"Eklund, Mr. Hans Linus",male,16.0,7.78,S
3,D,"Ekstrom, Mr. Johan",male,45.0,6.98,S
3,D,"Elias, Mr. Dibo",male,29.8811345124283,7.23,C
3,D,"Elias, Mr. Joseph",male,39.0,7.23,C
3,D,"Elias, Mr. Joseph Jr",male,17.0,7.23,C
3,D,"Elias, Mr. Tannous",male,15.0,7.23,C
3,D,"Elsbury, Mr. William James",male,47.0,7.25,S
3,1,"Emanuel, Miss. Virginia Ethel",female,5.0,12.48,S
3,D,"Emir, Mr. Farred Chehab",male,29.8811345124283,7.23,C
3,D,"Everett, Mr. Thomas James",male,40.5,15.1,S
3,D,"Farrell, Mr. James",male,40.5,7.75,Q
3,1,"Finoli, Mr. Luigi",male,29.8811345124283,7.05,S
3,D,"Fischer, Mr. Eberhard Thelander",male,18.0,7.8,S
3,D,"Fleming, Miss. Honora",female,29.8811345124283,7.75,Q
3,D,"Flynn, Mr. James",male,29.8811345124283,7.75,Q
3,D,"Flynn, Mr. John",male,29.8811345124283,6.95,Q
3,D,"Foley, Mr. Joseph",male,26.0,7.88,Q
3,D,"Foley, Mr. William",male,29.8811345124283,7.75,Q
3,1,"Foo, Mr. Choong",male,29.8811345124283,56.5,S
3,D,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,34.38,S
3,D,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,34.38,S
3,D,"Ford, Mr. Arthur",male,29.8811345124283,8.05,S
3,D,"Ford, Mr. Edward Watson",male,18.0,34.38,S
3,D,"Ford, Mr. William Neal",male,16.0,34.38,S
3,D,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,34.38,S
3,D,"Fox, Mr. Patrick",male,29.8811345124283,7.75,Q
3,D,"Franklin, Mr. Charles (Charles Fardon)",male,29.8811345124283,7.25,S
3,D,"Gallagher, Mr. Martin",male,25.0,7.74,Q
3,D,"Garfirth, Mr. John",male,29.8811345124283,14.5,S
3,D,"Gheorgheff, Mr. Stanio",male,29.8811345124283,7.9,C
3,D,"Gilinski, Mr. Eliezer",male,22.0,8.05,S
3,1,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,7.73,Q
3,1,"Glynn, Miss. Mary Agatha",female,29.8811345124283,7.75,Q
3,1,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,20.53,S
3,D,"Goldsmith, Mr. Frank John",male,33.0,20.53,S
3,D,"Goldsmith, Mr. Nathan",male,41.0,7.85,S
3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,20.53,S
3,D,"Goncalves, Mr. Manuel Estanslas",male,38.0,7.05,S
3,D,"Goodwin, Master. Harold Victor",male,9.0,46.9,S
3,D,"Goodwin, Master. Sidney Leonard",male,1.0,46.9,S
3,D,"Goodwin, Master. William Frederick",male,11.0,46.9,S
3,D,"Goodwin, Miss. Jessie Allis",female,10.0,46.9,S
3,D,"Goodwin, Miss. Lillian Amy",female,16.0,46.9,S
3,D,"Goodwin, Mr. Charles Edward",male,14.0,46.9,S
3,D,"Goodwin, Mr. Charles Frederick",male,40.0,46.9,S
3,D,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,46.9,S
3,D,"Green, Mr. George Henry",male,51.0,8.05,S
3,D,"Gronnestad, Mr. Daniel Danielsen",male,32.0,8.36,S
3,D,"Guest, Mr. Robert",male,29.8811345124283,8.05,S
3,D,"Gustafsson, Mr. Alfred Ossian",male,20.0,9.85,S
3,D,"Gustafsson, Mr. Anders Vilhelm",male,37.0,7.93,S
3,D,"Gustafsson, Mr. Johan Birger",male,28.0,7.93,S
3,D,"Gustafsson, Mr. Karl Gideon",male,19.0,7.78,S
3,D,"Haas, Miss. Aloisia",female,24.0,8.85,S
3,D,"Hagardon, Miss. Kate",female,17.0,7.73,Q
3,D,"Hagland, Mr. Ingvald Olai Olsen",male,29.8811345124283,19.97,S
3,D,"Hagland, Mr. Konrad Mathias Reiersen",male,29.8811345124283,19.97,S
3,D,"Hakkarainen, Mr. Pekka Pietari",male,28.0,15.85,S
3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,15.85,S
3,D,"Hampe, Mr. Leon",male,20.0,9.5,S
3,D,"Hanna, Mr. Mansour",male,23.5,7.23,C
3,D,"Hansen, Mr. Claus Peter",male,41.0,14.11,S
3,D,"Hansen, Mr. Henrik Juul",male,26.0,7.85,S
3,D,"Hansen, Mr. Henry Damsgaard",male,21.0,7.85,S
3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45.0,14.11,S
3,D,"Harknett, Miss. Alice Phoebe",female,29.8811345124283,7.55,S
3,D,"Harmer, Mr. Abraham (David Lishin)",male,25.0,7.25,S
3,D,"Hart, Mr. Henry",male,29.8811345124283,6.86,Q
3,D,"Hassan, Mr. Houssein G N",male,11.0,18.79,C
3,1,"Healy, Miss. Hanora ""Nora""",female,29.8811345124283,7.75,Q
3,1,"Hedman, Mr. Oskar Arvid",male,27.0,6.98,S
3,1,"Hee, Mr. Ling",male,29.8811345124283,56.5,S
3,D,"Hegarty, Miss. Hanora ""Nora""",female,18.0,6.75,Q
3,1,"Heikkinen, Miss. Laina",female,26.0,7.93,S
3,D,"Heininen, Miss. Wendla Maria",female,23.0,7.93,S
3,1,"Hellstrom, Miss. Hilda Maria",female,22.0,8.96,S
3,D,"Hendekovic, Mr. Ignjac",male,28.0,7.9,S
3,D,"Henriksson, Miss. Jenny Lovisa",female,28.0,7.78,S
3,D,"Henry, Miss. Delia",female,29.8811345124283,7.75,Q
3,1,"Hirvonen, Miss. Hildur E",female,2.0,12.29,S
3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22.0,12.29,S
3,D,"Holm, Mr. John Fredrik Alexander",male,43.0,6.45,S
3,D,"Holthen, Mr. Johan Martin",male,28.0,22.53,S
3,1,"Honkanen, Miss. Eliina",female,27.0,7.93,S
3,D,"Horgan, Mr. John",male,29.8811345124283,7.75,Q
3,1,"Howard, Miss. May Elizabeth",female,29.8811345124283,8.05,S
3,D,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,7.65,S
3,1,"Hyman, Mr. Abraham",male,29.8811345124283,7.89,S
3,D,"Ibrahim Shawah, Mr. Yousseff",male,30.0,7.23,C
3,D,"Ilieff, Mr. Ylio",male,29.8811345124283,7.9,S
3,D,"Ilmakangas, Miss. Ida Livija",female,27.0,7.93,S
3,D,"Ilmakangas, Miss. Pieta Sofia",female,25.0,7.93,S
3,D,"Ivanoff, Mr. Kanio",male,29.8811345124283,7.9,S
3,1,"Jalsevac, Mr. Ivan",male,29.0,7.9,C
3,1,"Jansson, Mr. Carl Olof",male,21.0,7.8,S
3,D,"Jardin, Mr. Jose Neto",male,29.8811345124283,7.05,S
3,D,"Jensen, Mr. Hans Peder",male,20.0,7.85,S
3,D,"Jensen, Mr. Niels Peder",male,48.0,7.85,S
3,D,"Jensen, Mr. Svend Lauritz",male,17.0,7.05,S
3,1,"Jermyn, Miss. Annie",female,29.8811345124283,7.75,Q
3,1,"Johannesen-Bratthammer, Mr. Bernt",male,29.8811345124283,8.11,S
3,D,"Johanson, Mr. Jakob Alfred",male,34.0,6.5,S
3,1,"Johansson Palmquist, Mr. Oskar Leander",male,26.0,7.78,S
3,D,"Johansson, Mr. Erik",male,22.0,7.8,S
3,D,"Johansson, Mr. Gustaf Joel",male,33.0,8.65,S
3,D,"Johansson, Mr. Karl Johan",male,31.0,7.78,S
3,D,"Johansson, Mr. Nils",male,29.0,7.85,S
3,1,"Johnson, Master. Harold Theodor",male,4.0,11.13,S
3,1,"Johnson, Miss. Eleanor Ileen",female,1.0,11.13,S
3,D,"Johnson, Mr. Alfred",male,49.0,0.0,S
3,D,"Johnson, Mr. Malkolm Joackim",male,33.0,7.78,S
3,D,"Johnson, Mr. William Cahoone Jr",male,19.0,0.0,S
3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27.0,11.13,S
3,D,"Johnston, Master. William Arthur ""Willie""",male,29.8811345124283,23.45,S
3,D,"Johnston, Miss. Catherine Helen ""Carrie""",female,29.8811345124283,23.45,S
3,D,"Johnston, Mr. Andrew G",male,29.8811345124283,23.45,S
3,D,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",female,29.8811345124283,23.45,S
3,D,"Jonkoff, Mr. Lalio",male,23.0,7.9,S
3,1,"Jonsson, Mr. Carl",male,32.0,7.85,S
3,D,"Jonsson, Mr. Nils Hilding",male,27.0,7.85,S
3,D,"Jussila, Miss. Katriina",female,20.0,9.83,S
3,D,"Jussila, Miss. Mari Aina",female,21.0,9.83,S
3,1,"Jussila, Mr. Eiriik",male,32.0,7.93,S
3,D,"Kallio, Mr. Nikolai Erland",male,17.0,7.13,S
3,D,"Kalvik, Mr. Johannes Halvorsen",male,21.0,8.43,S
3,D,"Karaic, Mr. Milan",male,30.0,7.9,S
3,1,"Karlsson, Mr. Einar Gervasius",male,21.0,7.8,S
3,D,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,7.85,S
3,D,"Karlsson, Mr. Nils August",male,22.0,7.52,S
3,1,"Karun, Miss. Manca",female,4.0,13.42,C
3,1,"Karun, Mr. Franz",male,39.0,13.42,C
3,D,"Kassem, Mr. Fared",male,29.8811345124283,7.23,C
3,D,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,18.5,7.23,C
3,D,"Keane, Mr. Andrew ""Andy""",male,29.8811345124283,7.75,Q
3,D,"Keefe, Mr. Arthur",male,29.8811345124283,7.25,S
3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,29.8811345124283,7.75,Q
3,1,"Kelly, Miss. Mary",female,29.8811345124283,7.75,Q
3,D,"Kelly, Mr. James",male,34.5,7.83,Q
3,D,"Kelly, Mr. James",male,44.0,8.05,S
3,1,"Kennedy, Mr. John",male,29.8811345124283,7.75,Q
3,D,"Khalil, Mr. Betros",male,29.8811345124283,14.45,C
3,D,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",female,29.8811345124283,14.45,C
3,D,"Kiernan, Mr. John",male,29.8811345124283,7.75,Q
3,D,"Kiernan, Mr. Philip",male,29.8811345124283,7.75,Q
3,D,"Kilgannon, Mr. Thomas J",male,29.8811345124283,7.74,Q
3,D,"Kink, Miss. Maria",female,22.0,8.66,S
3,D,"Kink, Mr. Vincenz",male,26.0,8.66,S
3,1,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,22.03,S
3,1,"Kink-Heilmann, Mr. Anton",male,29.0,22.03,S
3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26.0,22.03,S
3,D,"Klasen, Miss. Gertrud Emilia",female,1.0,12.18,S
3,D,"Klasen, Mr. Klas Albin",male,18.0,7.85,S
3,D,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36.0,12.18,S
3,D,"Kraeff, Mr. Theodor",male,29.8811345124283,7.9,C
3,1,"Krekorian, Mr. Neshan",male,25.0,7.23,C
3,D,"Lahoud, Mr. Sarkis",male,29.8811345124283,7.23,C
3,D,"Laitinen, Miss. Kristina Sofia",female,37.0,9.59,S
3,D,"Laleff, Mr. Kristo",male,29.8811345124283,7.9,S
3,1,"Lam, Mr. Ali",male,29.8811345124283,56.5,S
3,D,"Lam, Mr. Len",male,29.8811345124283,56.5,S
3,1,"Landergren, Miss. Aurora Adelia",female,22.0,7.25,S
3,D,"Lane, Mr. Patrick",male,29.8811345124283,7.75,Q
3,1,"Lang, Mr. Fang",male,26.0,56.5,S
3,D,"Larsson, Mr. August Viktor",male,29.0,9.48,S
3,D,"Larsson, Mr. Bengt Edvin",male,29.0,7.78,S
3,D,"Larsson-Rondberg, Mr. Edvard A",male,22.0,7.78,S
3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,7.23,C
3,D,"Lefebre, Master. Henry Forbes",male,29.8811345124283,25.47,S
3,D,"Lefebre, Miss. Ida",female,29.8811345124283,25.47,S
3,D,"Lefebre, Miss. Jeannie",female,29.8811345124283,25.47,S
3,D,"Lefebre, Miss. Mathilde",female,29.8811345124283,25.47,S
3,D,"Lefebre, Mrs. Frank (Frances)",female,29.8811345124283,25.47,S
3,D,"Leinonen, Mr. Antti Gustaf",male,32.0,7.93,S
3,D,"Lemberopolous, Mr. Peter L",male,34.5,6.44,C
3,D,"Lennon, Miss. Mary",female,29.8811345124283,15.5,Q
3,D,"Lennon, Mr. Denis",male,29.8811345124283,15.5,Q
3,D,"Leonard, Mr. Lionel",male,36.0,0.0,S
3,D,"Lester, Mr. James",male,39.0,24.15,S
3,D,"Lievens, Mr. Rene Aime",male,24.0,9.5,S
3,D,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,7.78,S
3,D,"Lindblom, Miss. Augusta Charlotta",female,45.0,7.75,S
3,D,"Lindell, Mr. Edvard Bengtsson",male,36.0,15.55,S
3,D,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,15.55,S
3,1,"Lindqvist, Mr. Eino William",male,20.0,7.93,S
3,D,"Linehan, Mr. Michael",male,29.8811345124283,7.88,Q
3,D,"Ling, Mr. Lee",male,28.0,56.5,S
3,D,"Lithman, Mr. Simon",male,29.8811345124283,7.55,S
3,D,"Lobb, Mr. William Arthur",male,30.0,16.1,S
3,D,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,16.1,S
3,D,"Lockyer, Mr. Edward",male,29.8811345124283,7.88,S
3,D,"Lovell, Mr. John Hall (""Henry"")",male,20.5,7.25,S
3,1,"Lulic, Mr. Nikola",male,27.0,8.66,S
3,D,"Lundahl, Mr. Johan Svensson",male,51.0,7.05,S
3,1,"Lundin, Miss. Olga Elida",female,23.0,7.85,S
3,1,"Lundstrom, Mr. Thure Edvin",male,32.0,7.58,S
3,D,"Lyntakoff, Mr. Stanko",male,29.8811345124283,7.9,S
3,D,"MacKay, Mr. George William",male,29.8811345124283,7.55,S
3,1,"Madigan, Miss. Margaret ""Maggie""",female,29.8811345124283,7.75,Q
3,1,"Madsen, Mr. Fridtjof Arne",male,24.0,7.14,S
3,D,"Maenpaa, Mr. Matti Alexanteri",male,22.0,7.13,S
3,D,"Mahon, Miss. Bridget Delia",female,29.8811345124283,7.88,Q
3,D,"Mahon, Mr. John",male,29.8811345124283,7.75,Q
3,D,"Maisner, Mr. Simon",male,29.8811345124283,8.05,S
3,D,"Makinen, Mr. Kalle Edvard",male,29.0,7.93,S
3,1,"Mamee, Mr. Hanna",male,29.8811345124283,7.23,C
3,D,"Mangan, Miss. Mary",female,30.5,7.75,Q
3,1,"Mannion, Miss. Margareth",female,29.8811345124283,7.74,Q
3,D,"Mardirosian, Mr. Sarkis",male,29.8811345124283,7.23,C
3,D,"Markoff, Mr. Marin",male,35.0,7.9,C
3,D,"Markun, Mr. Johann",male,33.0,7.9,S
3,1,"Masselmani, Mrs. Fatima",female,29.8811345124283,7.23,C
3,D,"Matinoff, Mr. Nicola",male,29.8811345124283,7.9,C
3,1,"McCarthy, Miss. Catherine ""Katie""",female,29.8811345124283,7.75,Q
3,1,"McCormack, Mr. Thomas Joseph",male,29.8811345124283,7.75,Q
3,1,"McCoy, Miss. Agnes",female,29.8811345124283,23.25,Q
3,1,"McCoy, Miss. Alicia",female,29.8811345124283,23.25,Q
3,1,"McCoy, Mr. Bernard",male,29.8811345124283,23.25,Q
3,1,"McDermott, Miss. Brigdet Delia",female,29.8811345124283,7.79,Q
3,D,"McEvoy, Mr. Michael",male,29.8811345124283,15.5,Q
3,1,"McGovern, Miss. Mary",female,29.8811345124283,7.88,Q
3,1,"McGowan, Miss. Anna ""Annie""",female,15.0,8.03,Q
3,D,"McGowan, Miss. Katherine",female,35.0,7.75,Q
3,D,"McMahon, Mr. Martin",male,29.8811345124283,7.75,Q
3,D,"McNamee, Mr. Neal",male,24.0,16.1,S
3,D,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19.0,16.1,S
3,D,"McNeill, Miss. Bridget",female,29.8811345124283,7.75,Q
3,D,"Meanwell, Miss. (Marion Ogden)",female,29.8811345124283,8.05,S
3,D,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,29.8811345124283,8.05,S
3,D,"Meo, Mr. Alfonzo",male,55.5,8.05,S
3,D,"Mernagh, Mr. Robert",male,29.8811345124283,7.75,Q
3,1,"Midtsjo, Mr. Karl Albert",male,21.0,7.78,S
3,D,"Miles, Mr. Frank",male,29.8811345124283,8.05,S
3,D,"Mineff, Mr. Ivan",male,24.0,7.9,S
3,D,"Minkoff, Mr. Lazar",male,21.0,7.9,S
3,D,"Mionoff, Mr. Stoytcho",male,28.0,7.9,S
3,D,"Mitkoff, Mr. Mito",male,29.8811345124283,7.9,S
3,1,"Mockler, Miss. Helen Mary ""Ellie""",female,29.8811345124283,7.88,Q
3,D,"Moen, Mr. Sigurd Hansen",male,25.0,7.65,S
3,1,"Moor, Master. Meier",male,6.0,12.48,S
3,1,"Moor, Mrs. (Beila)",female,27.0,12.48,S
3,D,"Moore, Mr. Leonard Charles",male,29.8811345124283,8.05,S
3,1,"Moran, Miss. Bertha",female,29.8811345124283,24.15,Q
3,D,"Moran, Mr. Daniel J",male,29.8811345124283,24.15,Q
3,D,"Moran, Mr. James",male,29.8811345124283,8.46,Q
3,D,"Morley, Mr. William",male,34.0,8.05,S
3,D,"Morrow, Mr. Thomas Rowan",male,29.8811345124283,7.75,Q
3,1,"Moss, Mr. Albert Johan",male,29.8811345124283,7.78,S
3,1,"Moubarek, Master. Gerios",male,29.8811345124283,15.25,C
3,1,"Moubarek, Master. Halim Gonios (""William George"")",male,29.8811345124283,15.25,C
3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",female,29.8811345124283,15.25,C
3,1,"Moussa, Mrs. (Mantoura Boulos)",female,29.8811345124283,7.23,C
3,D,"Moutal, Mr. Rahamin Haim",male,29.8811345124283,8.05,S
3,1,"Mullens, Miss. Katherine ""Katie""",female,29.8811345124283,7.73,Q
3,1,"Mulvihill, Miss. Bertha E",female,24.0,7.75,Q
3,D,"Murdlin, Mr. Joseph",male,29.8811345124283,8.05,S
3,1,"Murphy, Miss. Katherine ""Kate""",female,29.8811345124283,15.5,Q
3,1,"Murphy, Miss. Margaret Jane",female,29.8811345124283,15.5,Q
3,1,"Murphy, Miss. Nora",female,29.8811345124283,15.5,Q
3,D,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,7.75,S
3,D,"Naidenoff, Mr. Penko",male,22.0,7.9,S
3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,7.23,C
3,1,"Nakid, Miss. Maria (""Mary"")",female,1.0,15.74,C
3,1,"Nakid, Mr. Sahid",male,20.0,15.74,C
3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",female,19.0,15.74,C
3,D,"Nancarrow, Mr. William Henry",male,33.0,8.05,S
3,D,"Nankoff, Mr. Minko",male,29.8811345124283,7.9,S
3,D,"Nasr, Mr. Mustafa",male,29.8811345124283,7.23,C
3,D,"Naughton, Miss. Hannah",female,29.8811345124283,7.75,Q
3,D,"Nenkoff, Mr. Christo",male,29.8811345124283,7.9,S
3,1,"Nicola-Yarred, Master. Elias",male,12.0,11.24,C
3,1,"Nicola-Yarred, Miss. Jamila",female,14.0,11.24,C
3,D,"Nieminen, Miss. Manta Josefina",female,29.0,7.93,S
3,D,"Niklasson, Mr. Samuel",male,28.0,8.05,S
3,1,"Nilsson, Miss. Berta Olivia",female,18.0,7.78,S
3,1,"Nilsson, Miss. Helmina Josefina",female,26.0,7.85,S
3,D,"Nilsson, Mr. August Ferdinand",male,21.0,7.85,S
3,D,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,7.13,S
3,1,"Niskanen, Mr. Juha",male,39.0,7.93,S
3,D,"Nosworthy, Mr. Richard Cater",male,21.0,7.8,S
3,D,"Novel, Mr. Mansouer",male,28.5,7.23,C
3,1,"Nysten, Miss. Anna Sofia",female,22.0,7.75,S
3,D,"Nysveen, Mr. Johan Hansen",male,61.0,6.24,S
3,D,"O'Brien, Mr. Thomas",male,29.8811345124283,15.5,Q
3,D,"O'Brien, Mr. Timothy",male,29.8811345124283,7.83,Q
3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,29.8811345124283,15.5,Q
3,D,"O'Connell, Mr. Patrick D",male,29.8811345124283,7.73,Q
3,D,"O'Connor, Mr. Maurice",male,29.8811345124283,7.75,Q
3,D,"O'Connor, Mr. Patrick",male,29.8811345124283,7.75,Q
3,D,"Odahl, Mr. Nils Martin",male,23.0,9.23,S
3,D,"O'Donoghue, Ms. Bridget",female,29.8811345124283,7.75,Q
3,1,"O'Driscoll, Miss. Bridget",female,29.8811345124283,7.75,Q
3,1,"O'Dwyer, Miss. Ellen ""Nellie""",female,29.8811345124283,7.88,Q
3,1,"Ohman, Miss. Velin",female,22.0,7.78,S
3,1,"O'Keefe, Mr. Patrick",male,29.8811345124283,7.75,Q
3,1,"O'Leary, Miss. Hanora ""Norah""",female,29.8811345124283,7.83,Q
3,1,"Olsen, Master. Artur Karl",male,9.0,3.17,S
3,D,"Olsen, Mr. Henry Margido",male,28.0,22.53,S
3,D,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,8.4,S
3,D,"Olsen, Mr. Ole Martin",male,29.8811345124283,7.31,S
3,D,"Olsson, Miss. Elina",female,31.0,7.85,S
3,D,"Olsson, Mr. Nils Johan Goransson",male,28.0,7.85,S
3,1,"Olsson, Mr. Oscar Wilhelm",male,32.0,7.78,S
3,D,"Olsvigen, Mr. Thor Anderson",male,20.0,9.23,S
3,D,"Oreskovic, Miss. Jelka",female,23.0,8.66,S
3,D,"Oreskovic, Miss. Marija",female,20.0,8.66,S
3,D,"Oreskovic, Mr. Luka",male,20.0,8.66,S
3,D,"Osen, Mr. Olaf Elon",male,16.0,9.22,S
3,1,"Osman, Mrs. Mara",female,31.0,8.68,S
3,D,"O'Sullivan, Miss. Bridget Mary",female,29.8811345124283,7.63,Q
3,D,"Palsson, Master. Gosta Leonard",male,2.0,21.08,S
3,D,"Palsson, Master. Paul Folke",male,6.0,21.08,S
3,D,"Palsson, Miss. Stina Viola",female,3.0,21.08,S
3,D,"Palsson, Miss. Torborg Danira",female,8.0,21.08,S
3,D,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,21.08,S
3,D,"Panula, Master. Eino Viljami",male,1.0,39.69,S
3,D,"Panula, Master. Juha Niilo",male,7.0,39.69,S
3,D,"Panula, Master. Urho Abraham",male,2.0,39.69,S
3,D,"Panula, Mr. Ernesti Arvid",male,16.0,39.69,S
3,D,"Panula, Mr. Jaako Arnold",male,14.0,39.69,S
3,D,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,39.69,S
3,D,"Pasic, Mr. Jakob",male,21.0,8.66,S
3,D,"Patchett, Mr. George",male,19.0,14.5,S
3,D,"Paulner, Mr. Uscher",male,29.8811345124283,8.71,C
3,D,"Pavlovic, Mr. Stefo",male,32.0,7.9,S
3,D,"Peacock, Master. Alfred Edward",male,0.75,13.78,S
3,D,"Peacock, Miss. Treasteall",female,3.0,13.78,S
3,D,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,13.78,S
3,D,"Pearce, Mr. Ernest",male,29.8811345124283,7.0,S
3,D,"Pedersen, Mr. Olaf",male,29.8811345124283,7.78,S
3,D,"Peduzzi, Mr. Joseph",male,29.8811345124283,8.05,S
3,D,"Pekoniemi, Mr. Edvard",male,21.0,7.93,S
3,D,"Peltomaki, Mr. Nikolai Johannes",male,25.0,7.93,S
3,D,"Perkin, Mr. John Henry",male,22.0,7.25,S
3,1,"Persson, Mr. Ernst Ulrik",male,25.0,7.78,S
3,1,"Peter, Master. Michael J",male,29.8811345124283,22.36,C
3,1,"Peter, Miss. Anna",female,29.8811345124283,22.36,C
3,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,29.8811345124283,22.36,C
3,D,"Peters, Miss. Katie",female,29.8811345124283,8.14,Q
3,D,"Petersen, Mr. Marius",male,24.0,8.05,S
3,D,"Petranec, Miss. Matilda",female,28.0,7.9,S
3,D,"Petroff, Mr. Nedelio",male,19.0,7.9,S
3,D,"Petroff, Mr. Pastcho (""Pentcho"")",male,29.8811345124283,7.9,S
3,D,"Petterson, Mr. Johan Emil",male,25.0,7.78,S
3,D,"Pettersson, Miss. Ellen Natalia",female,18.0,7.78,S
3,1,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,8.05,S
3,D,"Plotcharsky, Mr. Vasil",male,29.8811345124283,7.9,S
3,D,"Pokrnic, Mr. Mate",male,17.0,8.66,S
3,D,"Pokrnic, Mr. Tome",male,24.0,8.66,S
3,D,"Radeff, Mr. Alexander",male,29.8811345124283,7.9,S
3,D,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,29.8811345124283,8.11,S
3,D,"Razi, Mr. Raihed",male,29.8811345124283,7.23,C
3,D,"Reed, Mr. James George",male,29.8811345124283,7.25,S
3,D,"Rekic, Mr. Tido",male,38.0,7.9,S
3,D,"Reynolds, Mr. Harold J",male,21.0,8.05,S
3,D,"Rice, Master. Albert",male,10.0,29.13,Q
3,D,"Rice, Master. Arthur",male,4.0,29.13,Q
3,D,"Rice, Master. Eric",male,7.0,29.13,Q
3,D,"Rice, Master. Eugene",male,2.0,29.13,Q
3,D,"Rice, Master. George Hugh",male,8.0,29.13,Q
3,D,"Rice, Mrs. William (Margaret Norton)",female,39.0,29.13,Q
3,D,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,22.0,39.69,S
3,D,"Rintamaki, Mr. Matti",male,35.0,7.13,S
3,1,"Riordan, Miss. Johanna ""Hannah""",female,29.8811345124283,7.72,Q
3,D,"Risien, Mr. Samuel Beard",male,29.8811345124283,14.5,S
3,D,"Risien, Mrs. Samuel (Emma)",female,29.8811345124283,14.5,S
3,D,"Robins, Mr. Alexander A",male,50.0,14.5,S
3,D,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,14.5,S
3,D,"Rogers, Mr. William John",male,29.8811345124283,8.05,S
3,D,"Rommetvedt, Mr. Knud Paust",male,29.8811345124283,7.78,S
3,D,"Rosblom, Miss. Salli Helena",female,2.0,20.21,S
3,D,"Rosblom, Mr. Viktor Richard",male,18.0,20.21,S
3,D,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,20.21,S
3,1,"Roth, Miss. Sarah A",female,29.8811345124283,8.05,S
3,D,"Rouse, Mr. Richard Henry",male,50.0,8.05,S
3,D,"Rush, Mr. Alfred George John",male,16.0,8.05,S
3,1,"Ryan, Mr. Edward",male,29.8811345124283,7.75,Q
3,D,"Ryan, Mr. Patrick",male,29.8811345124283,24.15,Q
3,D,"Saad, Mr. Amin",male,29.8811345124283,7.23,C
3,D,"Saad, Mr. Khalil",male,25.0,7.23,C
3,D,"Saade, Mr. Jean Nassr",male,29.8811345124283,7.23,C
3,D,"Sadlier, Mr. Matthew",male,29.8811345124283,7.73,Q
3,D,"Sadowitz, Mr. Harry",male,29.8811345124283,7.58,S
